XLabelWavenumber,YLabelAbsorbance
648.556784,0.190346
652.284122,0.187895
656.011459,0.185830
659.738797,0.185733
663.466135,0.184132
667.193473,0.183259
670.920811,0.183039
674.648149,0.180919
678.375486,0.177921
682.102824,0.173161
685.830162,0.169020
689.557500,0.166995
693.284838,0.166825
697.012176,0.169027
700.739513,0.169247
704.466851,0.167489
708.194189,0.165685
711.921527,0.162869
715.648865,0.159417
719.376203,0.154992
723.103540,0.150880
726.830878,0.148535
730.558216,0.146833
734.285554,0.146102
738.012892,0.147599
741.740230,0.151004
745.467567,0.153091
749.194905,0.152016
752.922243,0.149782
756.649581,0.151657
760.376919,0.157386
764.104257,0.158399
767.831594,0.153517
771.558932,0.149967
775.286270,0.148308
779.013608,0.146410
782.740946,0.143898
786.468284,0.140866
790.195621,0.138137
793.922959,0.136692
797.650297,0.137324
801.377635,0.140064
805.104973,0.142117
808.832311,0.141368
812.559649,0.138183
816.286986,0.132400
820.014324,0.124035
823.741662,0.115620
827.469000,0.110041
831.196338,0.107694
834.923676,0.107491
838.651013,0.108157
842.378351,0.108836
846.105689,0.109744
849.833027,0.111389
853.560365,0.113723
857.287703,0.116144
861.015040,0.118904
864.742378,0.123054
868.469716,0.127289
872.197054,0.128405
875.924392,0.126503
879.651730,0.124540
883.379067,0.123401
887.106405,0.122793
890.833743,0.122368
894.561081,0.121002
898.288419,0.118799
902.015757,0.116856
905.743094,0.116088
909.470432,0.116635
913.197770,0.117854
916.925108,0.118918
920.652446,0.119910
924.379784,0.122049
928.107121,0.126208
931.834459,0.131237
935.561797,0.134847
939.289135,0.136602
943.016473,0.137666
946.743811,0.139320
950.471148,0.142458
954.198486,0.147021
957.925824,0.151561
961.653162,0.155190
965.380500,0.159033
969.107838,0.163993
972.835176,0.170057
976.562513,0.176256
980.289851,0.181499
984.017189,0.186516
987.744527,0.192926
991.471865,0.201660
995.199203,0.212862
998.926540,0.225497
1002.653878,0.237939
1006.381216,0.249773
1010.108554,0.260014
1013.835892,0.266383
1017.563230,0.271096
1021.290567,0.277999
1025.017905,0.284940
1028.745243,0.287442
1032.472581,0.284013
1036.199919,0.276762
1039.927257,0.270122
1043.654594,0.266459
1047.381932,0.265406
1051.109270,0.266435
1054.836608,0.268090
1058.563946,0.268563
1062.291284,0.267208
1066.018621,0.263417
1069.745959,0.257231
1073.473297,0.249969
1077.200635,0.241844
1080.927973,0.232078
1084.655311,0.220903
1088.382648,0.208508
1092.109986,0.195009
1095.837324,0.181925
1099.564662,0.171377
1103.292000,0.164672
1107.019338,0.162210
1110.746675,0.163003
1114.474013,0.164167
1118.201351,0.163229
1121.928689,0.159746
1125.656027,0.154181
1129.383365,0.148150
1133.110703,0.144573
1136.838040,0.144464
1140.565378,0.145403
1144.292716,0.145139
1148.020054,0.143631
1151.747392,0.140966
1155.474730,0.137227
1159.202067,0.133452
1162.929405,0.130315
1166.656743,0.127701
1170.384081,0.125423
1174.111419,0.123209
1177.838757,0.120820
1181.566094,0.118149
1185.293432,0.115362
1189.020770,0.113108
1192.748108,0.111969
1196.475446,0.112203
1200.202784,0.113642
1203.930121,0.115777
1207.657459,0.117888
1211.384797,0.119620
1215.112135,0.120744
1218.839473,0.121507
1222.566811,0.122977
1226.294148,0.125619
1230.021486,0.129099
1233.748824,0.132998
1237.476162,0.135909
1241.203500,0.136498
1244.930838,0.135618
1248.658175,0.134806
1252.385513,0.134262
1256.112851,0.133755
1259.840189,0.133240
1263.567527,0.132607
1267.294865,0.131947
1271.022202,0.131557
1274.749540,0.131140
1278.476878,0.130830
1282.204216,0.130732
1285.931554,0.130269
1289.658892,0.128414
1293.386230,0.125542
1297.113567,0.123188
1300.840905,0.122113
1304.568243,0.121539
1308.295581,0.120561
1312.022919,0.119354
1315.750257,0.118896
1319.477594,0.119017
1323.204932,0.118738
1326.932270,0.118558
1330.659608,0.118734
1334.386946,0.118662
1338.114284,0.120114
1341.841621,0.122233
1345.568959,0.123533
1349.296297,0.125760
1353.023635,0.129321
1356.750973,0.132922
1360.478311,0.137204
1364.205648,0.141483
1367.932986,0.142170
1371.660324,0.142190
1375.387662,0.142645
1379.115000,0.140729
1382.842338,0.137589
1386.569675,0.135284
1390.297013,0.132558
1394.024351,0.130784
1397.751689,0.130658
1401.479027,0.129156
1405.206365,0.127491
1408.933702,0.125607
1412.661040,0.122415
1416.388378,0.119419
1420.115716,0.117241
1423.843054,0.114258
1427.570392,0.111970
1431.297729,0.110110
1435.025067,0.109646
1438.752405,0.109288
1442.479743,0.107165
1446.207081,0.105874
1449.934419,0.103746
1453.661757,0.100745
1457.389094,0.099213
1461.116432,0.095280
1464.843770,0.090704
1468.571108,0.085884
1472.298446,0.082921
1476.025784,0.080554
1479.753121,0.077870
1483.480459,0.076036
1487.207797,0.076994
1490.935135,0.079645
1494.662473,0.080382
1498.389811,0.082116
1502.117148,0.081150
1505.844486,0.084322
1509.571824,0.091765
1513.299162,0.091362
1517.026500,0.091732
1520.753838,0.093514
1524.481175,0.094024
1528.208513,0.092909
1531.935851,0.092247
1535.663189,0.091247
1539.390527,0.094315
1543.117865,0.103589
1546.845202,0.104590
1550.572540,0.105133
1554.299878,0.105271
1558.027216,0.112489
1561.754554,0.117067
1565.481892,0.115768
1569.209229,0.119692
1572.936567,0.123989
1576.663905,0.130271
1580.391243,0.134136
1584.118581,0.135417
1587.845919,0.136906
1591.573256,0.137943
1595.300594,0.137669
1599.027932,0.136061
1602.755270,0.132923
1606.482608,0.129056
1610.209946,0.123738
1613.937284,0.119244
1617.664621,0.115867
1621.391959,0.112933
1625.119297,0.112338
1628.846635,0.111925
1632.573973,0.111950
1636.301311,0.117612
1640.028648,0.118343
1643.755986,0.117324
